1.5000e+10   0.0000e+00   0.0000e+00   7.0465e-14   6.5026e-16   6.5026e-16   OVRO
4.5600e+14   0.0000e+00   0.0000e+00   5.3033e-11   1.0549e-12   1.0549e-12   GASP-WEBT
1.1530e+15   0.0000e+00   0.0000e+00   9.2701e-11   3.1131e-12   3.1131e-12   Swift-UVOT W1 filter
1.3350e+15   0.0000e+00   0.0000e+00   1.0386e-10   4.0060e-12   4.0060e-12   Swift-UVOT M2 filter
1.5550e+15   0.0000e+00   0.0000e+00   1.0621e-10   3.5765e-12   3.5765e-12   Swift-UVOT W2 filter
1.1765e+17   1.8516e+16   1.8516e+16   2.0328e-10   2.3662e-12   2.3662e-12   Swift-XRT
1.6160e+17   2.5433e+16   2.5433e+16   1.8903e-10   2.2368e-12   2.2368e-12   Swift-XRT
2.2197e+17   3.4934e+16   3.4934e+16   1.5703e-10   1.5789e-12   1.5789e-12   Swift-XRT
3.0489e+17   4.7983e+16   4.7983e+16   1.3287e-10   1.3736e-12   1.3736e-12   Swift-XRT
4.1878e+17   6.5908e+16   6.5908e+16   1.1573e-10   1.5584e-12   1.5584e-12   Swift-XRT
5.7521e+17   9.0527e+16   9.0527e+16   9.7785e-11   1.9320e-12   1.9320e-12   Swift-XRT
7.9008e+17   1.2434e+17   1.2434e+17   8.5130e-11   2.0524e-12   2.0524e-12   Swift-XRT
1.0852e+18   1.7079e+17   1.7079e+17   6.6358e-11   2.1432e-12   2.1432e-12   Swift-XRT
1.4906e+18   2.3459e+17   2.3459e+17   5.3213e-11   3.1292e-12   3.1292e-12   Swift-XRT
7.7740e+17   5.1400e+16   5.5100e+16   7.6490e-11   2.1300e-12   2.1200e-12   NuSTAR
9.0220e+17   6.9700e+16   7.5500e+16   6.8780e-11   1.6200e-12   1.6200e-12   NuSTAR
1.0700e+18   9.2300e+16   1.0100e+17   6.0860e-11   1.3300e-12   1.3300e-12   NuSTAR
1.3040e+18   1.3300e+17   1.4800e+17   5.3330e-11   1.1100e-12   1.1100e-12   NuSTAR
1.6600e+18   2.0800e+17   2.3700e+17   4.5290e-11   9.3000e-13   9.3000e-13   NuSTAR
2.2390e+18   3.4200e+17   4.0400e+17   3.5420e-11   8.2000e-13   8.2000e-13   NuSTAR
3.2820e+18   6.3900e+17   7.9300e+17   2.6200e-11   8.9000e-13   8.8000e-13   NuSTAR
5.5260e+18   1.4510e+18   1.9660e+18   1.6330e-11   1.1100e-12   1.1000e-12   NuSTAR
1.1930e+19   4.4380e+18   7.0800e+18   1.1370e-11   3.0900e-12   3.1000e-12   NuSTAR
1.3966e+23   6.7121e+22   1.4912e+23   1.1730e-11   7.0368e-12   7.0368e-12   Fermi-LAT
5.5600e+23   2.6721e+23   5.9368e+23   2.4941e-11   1.4164e-11   1.4164e-11   Fermi-LAT
2.2135e+24   1.0638e+24   2.3635e+24   3.0852e-11   3.0693e-11   3.0693e-11   Fermi-LAT
8.8120e+24   4.2350e+24   9.4091e+24   1.4695e-10   0.0000e+00   0.0000e+00   Fermi-LAT
3.5081e+25   1.6860e+25   3.7459e+25   5.8691e-10   0.0000e+00   0.0000e+00   Fermi-LAT
2.4265e+25   4.9860e+24   6.2691e+24   4.5174e-11   4.8326e-12   4.8326e-12   MAGIC
3.9732e+25   9.1983e+24   8.6279e+24   4.9289e-11   4.0515e-12   4.0515e-12   MAGIC
6.2279e+25   1.3919e+25   1.4314e+25   4.7635e-11   3.6854e-12   3.6854e-12   MAGIC
9.8191e+25   2.1598e+25   2.3118e+25   3.3818e-11   2.8869e-12   2.8869e-12   MAGIC
1.5502e+26   3.3712e+25   3.7111e+25   2.5967e-11   2.5571e-12   2.5571e-12   MAGIC
2.4485e+26   5.2720e+25   5.9451e+25   1.6838e-11   2.2360e-12   2.2360e-12   MAGIC
3.8691e+26   8.2611e+25   9.5047e+25   8.9105e-12   2.2898e-12   2.2898e-12   MAGIC
