1.5000e+10   0.0000e+00   0.0000e+00   6.8267e-14   2.8710e-15   2.8710e-15   OVRO
4.5600e+14   0.0000e+00   0.0000e+00   3.7876e-11   8.7339e-13   8.7339e-13   GASP-WEBT
1.1530e+15   0.0000e+00   0.0000e+00   6.1224e-11   4.2661e-12   4.2661e-12   Swift-UVOT W1 filter
1.3350e+15   0.0000e+00   0.0000e+00   7.1823e-11   5.0730e-12   5.0730e-12   Swift-UVOT M2 filter
1.5550e+15   0.0000e+00   0.0000e+00   8.2882e-11   5.7535e-12   5.7535e-12   Swift-UVOT W2 filter
1.1765e+17   1.8516e+16   1.8516e+16   3.1097e-10   4.5337e-12   4.5337e-12   Swift-XRT
1.6160e+17   2.5433e+16   2.5433e+16   3.2497e-10   4.4492e-12   4.4492e-12   Swift-XRT
2.2197e+17   3.4934e+16   3.4934e+16   3.1275e-10   3.5658e-12   3.5658e-12   Swift-XRT
3.0489e+17   4.7983e+16   4.7983e+16   3.0768e-10   3.3364e-12   3.3364e-12   Swift-XRT
4.1878e+17   6.5908e+16   6.5908e+16   3.1907e-10   4.1591e-12   4.1591e-12   Swift-XRT
5.7521e+17   9.0527e+16   9.0527e+16   3.2660e-10   5.5690e-12   5.5690e-12   Swift-XRT
7.9008e+17   1.2434e+17   1.2434e+17   3.1676e-10   6.2007e-12   6.2007e-12   Swift-XRT
1.0852e+18   1.7079e+17   1.7079e+17   2.7731e-10   7.0131e-12   7.0131e-12   Swift-XRT
1.4906e+18   2.3459e+17   2.3459e+17   2.5286e-10   9.8343e-12   9.8343e-12   Swift-XRT
7.7740e+17   5.1400e+16   5.5100e+16   2.7180e-10   3.3000e-12   3.2000e-12   NuSTAR
9.0220e+17   6.9700e+16   7.5500e+16   2.6230e-10   2.6000e-12   2.6000e-12   NuSTAR
1.0700e+18   9.2300e+16   1.0100e+17   2.4440e-10   2.2000e-12   2.2000e-12   NuSTAR
1.3040e+18   1.3300e+17   1.4800e+17   2.3140e-10   1.9000e-12   1.9000e-12   NuSTAR
1.6600e+18   2.0800e+17   2.3700e+17   2.1130e-10   1.7000e-12   1.6000e-12   NuSTAR
2.2390e+18   3.4200e+17   4.0400e+17   1.8690e-10   1.5000e-12   1.5000e-12   NuSTAR
3.2820e+18   6.3900e+17   7.9300e+17   1.5650e-10   1.8000e-12   1.8000e-12   NuSTAR
5.5260e+18   1.4510e+18   1.9660e+18   1.1930e-10   2.3000e-12   2.2000e-12   NuSTAR
1.1930e+19   4.4380e+18   7.0800e+18   7.3080e-11   4.0300e-12   4.0300e-12   NuSTAR
1.6787e+23   9.5329e+22   2.4005e+23   4.0116e-11   1.1443e-11   1.1443e-11   Fermi-LAT
9.4399e+23   5.3607e+23   1.3499e+24   1.2743e-10   3.6324e-11   3.6324e-11   Fermi-LAT
5.3085e+24   3.0146e+24   7.5911e+24   2.3143e-10   1.1572e-10   1.1572e-10   Fermi-LAT
2.9852e+25   1.6952e+25   4.2688e+25   4.2817e-10   0.0000e+00   0.0000e+00   Fermi-LAT
2.4321e+25   5.0423e+24   6.2128e+24   1.6378e-10   6.8301e-12   6.8301e-12   MAGIC
3.6078e+25   5.5439e+24   1.2282e+25   1.7933e-10   5.9591e-12   5.9591e-12   MAGIC
6.3239e+25   1.4879e+25   1.3354e+25   1.8164e-10   5.6316e-12   5.6316e-12   MAGIC
9.8907e+25   2.2314e+25   2.2403e+25   1.5918e-10   5.0818e-12   5.0818e-12   MAGIC
1.5594e+26   3.4632e+25   3.6191e+25   1.4576e-10   5.0083e-12   5.0083e-12   MAGIC
2.4631e+26   5.4179e+25   5.7992e+25   1.2574e-10   5.0590e-12   5.0590e-12   MAGIC
3.8940e+26   8.5098e+25   9.2560e+25   9.6179e-11   4.7895e-12   4.7895e-12   MAGIC
6.1562e+26   1.3366e+26   1.4772e+26   6.8419e-11   4.1831e-12   4.1831e-12   MAGIC
9.7369e+26   2.1035e+26   2.3531e+26   5.5944e-11   6.2540e-12   6.2540e-12   MAGIC
