1.5000e+10   0.0000e+00   0.0000e+00   7.4218e-14   1.1712e-15   1.1712e-15   OVRO
4.5600e+14   0.0000e+00   0.0000e+00   4.0266e-11   9.7138e-13   9.7138e-13   GASP-WEBT
1.1530e+15   0.0000e+00   0.0000e+00   6.6528e-11   2.1907e-12   2.1907e-12   Swift-UVOT W1 filter
1.3350e+15   0.0000e+00   0.0000e+00   7.0621e-11   2.8035e-12   2.8035e-12   Swift-UVOT M2 filter
1.5550e+15   0.0000e+00   0.0000e+00   7.0752e-11   2.3325e-12   2.3325e-12   Swift-UVOT W2 filter
1.1765e+17   1.8516e+16   1.8516e+16   3.0520e-10   6.3410e-12   6.3410e-12   Swift-XRT
1.6160e+17   2.5433e+16   2.5433e+16   3.0887e-10   5.9537e-12   5.9537e-12   Swift-XRT
2.2197e+17   3.4934e+16   3.4934e+16   3.0035e-10   4.8432e-12   4.8432e-12   Swift-XRT
3.0489e+17   4.7983e+16   4.7983e+16   2.9105e-10   4.5336e-12   4.5336e-12   Swift-XRT
4.1878e+17   6.5908e+16   6.5908e+16   3.0356e-10   5.7168e-12   5.7168e-12   Swift-XRT
5.7521e+17   9.0527e+16   9.0527e+16   3.2009e-10   7.7726e-12   7.7726e-12   Swift-XRT
7.9008e+17   1.2434e+17   1.2434e+17   3.1693e-10   8.8464e-12   8.8464e-12   Swift-XRT
1.0852e+18   1.7079e+17   1.7079e+17   2.9390e-10   9.7801e-12   9.7801e-12   Swift-XRT
1.4906e+18   2.3459e+17   2.3459e+17   2.8483e-10   1.4677e-11   1.4677e-11   Swift-XRT
7.7740e+17   5.1400e+16   5.5100e+16   3.1350e-10   6.3000e-12   6.3000e-12   NuSTAR
9.0220e+17   6.9700e+16   7.5500e+16   3.1190e-10   5.1000e-12   5.1000e-12   NuSTAR
1.0700e+18   9.2300e+16   1.0100e+17   2.9670e-10   4.4000e-12   4.3000e-12   NuSTAR
1.3040e+18   1.3300e+17   1.4800e+17   2.8200e-10   3.8000e-12   3.8000e-12   NuSTAR
1.6600e+18   2.0800e+17   2.3700e+17   2.5980e-10   3.3000e-12   3.3000e-12   NuSTAR
2.2390e+18   3.4200e+17   4.0400e+17   2.3740e-10   3.1000e-12   3.1000e-12   NuSTAR
3.2820e+18   6.3900e+17   7.9300e+17   2.0000e-10   3.6000e-12   3.5000e-12   NuSTAR
5.5260e+18   1.4510e+18   1.9660e+18   1.5540e-10   4.6000e-12   4.5000e-12   NuSTAR
1.1930e+19   4.4380e+18   7.0800e+18   8.3470e-11   7.5600e-12   7.5500e-12   NuSTAR
2.1486e+23   1.4232e+23   5.1054e+23   3.6328e-11   9.3628e-12   9.3628e-12   Fermi-LAT
2.1486e+24   1.4232e+24   5.1054e+24   1.2033e-10   4.2708e-11   4.2708e-11   Fermi-LAT
2.1486e+25   1.4232e+25   5.1054e+25   2.9228e-10   2.0633e-10   2.0633e-10   Fermi-LAT
2.4478e+25   5.1999e+24   6.0553e+24   1.3748e-10   1.1031e-11   1.1031e-11   MAGIC
3.8145e+25   7.6118e+24   1.0214e+25   1.3364e-10   8.2748e-12   8.2748e-12   MAGIC
6.5385e+25   1.7025e+25   1.1209e+25   1.5086e-10   8.4467e-12   8.4467e-12   MAGIC
9.9399e+25   2.2805e+25   2.1911e+25   1.4457e-10   8.2377e-12   8.2377e-12   MAGIC
1.5623e+26   3.4916e+25   3.5907e+25   1.3760e-10   8.3729e-12   8.3729e-12   MAGIC
2.4642e+26   5.4291e+25   5.7880e+25   1.3102e-10   9.6369e-12   9.6369e-12   MAGIC
3.8940e+26   8.5098e+25   9.2560e+25   8.1224e-11   7.8467e-12   7.8467e-12   MAGIC
6.1534e+26   1.3337e+26   1.4801e+26   4.7051e-11   6.0683e-12   6.0683e-12   MAGIC
9.7280e+26   2.0946e+26   2.3620e+26   4.1030e-11   1.0261e-11   1.0261e-11   MAGIC
